state,year,drivers
Kansas,1949,1206847
Kansas,1950,1155918
Kansas,1951,1144254
Kansas,1952,1187913
Kansas,1953,1278250
Kansas,1954,1257969
Kansas,1955,1315646
Kansas,1956,1350830
Kansas,1957,1318248
Kansas,1958,1348365
Kansas,1959,1394137
Kansas,1960,1406670
Kansas,1961,1416000
Kansas,1962,1291960
Kansas,1963,1324862
Kansas,1964,1361274
Kansas,1965,1355147
Kansas,1966,1363697
Kansas,1967,1409730
Kansas,1968,1395788
Kansas,1969,1436194
Kansas,1970,1453075
Kansas,1971,1495889
Kansas,1972,1564697
Kansas,1973,1593442
Kansas,1974,1641506
Kansas,1975,1671609
Kansas,1976,1718246
Kansas,1977,1768749
Kansas,1978,1778369
Kansas,1979,1851585
Kansas,1980,1675438
Kansas,1981,1680099
Kansas,1982,1693782
Kansas,1983,1681197
Kansas,1984,1691552
Kansas,1985,1655820
Kansas,1986,1651608
Kansas,1987,1678418
Kansas,1988,1705869
Kansas,1989,1703798
Kansas,1990,1714507
Kansas,1991,1780520
Kansas,1992,1691883
Kansas,1993,1774036
Kansas,1994,1771566
Kansas,1995,1770786
Kansas,1996,1788259
Kansas,1997,1824944
Kansas,1998,1851449
Kansas,1999,1892478
Kansas,2000,1908117
Kansas,2001,1871301
Kansas,2002,1935361
Kansas,2003,1987251
Kansas,2004,1979746
Kansas,2005,1974238
Kansas,2006,2003112
Kansas,2007,2018219
Kansas,2008,2021905
Kansas,2009,2045426
Kansas,2010,2033092
Kansas,2011,2025581
Kansas,2012,2018029
Kansas,2013,2017759
Kansas,2014,2021271
Kansas,2015,2028657
Kansas,2016,2030025
Kansas,2017,2029869
Kansas,2018,2149430
Kansas,2019,2154260
Kansas,2020,2004302
Kansas,2021,2089707
Kansas,2022,2052073
Kansas,2023,2024483
Kentucky,1949,842214
Kentucky,1950,921721
Kentucky,1951,953432
Kentucky,1952,1000200
Kentucky,1953,1059739
Kentucky,1954,1137155
Kentucky,1955,1138038
Kentucky,1956,1180000
Kentucky,1957,1202226
Kentucky,1958,1183646
Kentucky,1959,1250256
Kentucky,1960,1253649
Kentucky,1961,1280113
Kentucky,1962,1334964
Kentucky,1963,1401459
Kentucky,1964,1472108
Kentucky,1965,1353027
Kentucky,1966,1382505
Kentucky,1967,1441985
Kentucky,1968,1476588
Kentucky,1969,1571788
Kentucky,1970,1609191
Kentucky,1971,1626355
Kentucky,1972,1683984
Kentucky,1973,1722322
Kentucky,1974,1742084
Kentucky,1975,1872766
Kentucky,1976,1956937
Kentucky,1977,1993756
Kentucky,1978,2037552
Kentucky,1979,2067777
Kentucky,1980,2055297
Kentucky,1981,2147255
Kentucky,1982,2141104
Kentucky,1983,2192567
Kentucky,1984,2249177
Kentucky,1985,2248381
Kentucky,1986,2298441
Kentucky,1987,2338005
Kentucky,1988,2367574
Kentucky,1989,2392052
Kentucky,1990,2401661
Kentucky,1991,2413670
Kentucky,1992,2457118
Kentucky,1993,2468992
Kentucky,1994,2516408
Kentucky,1995,2535463
Kentucky,1996,2566545
Kentucky,1997,2574662
Kentucky,1998,2640335
Kentucky,1999,2660468
Kentucky,2000,2694469
Kentucky,2001,2756634
Kentucky,2002,2772674
Kentucky,2003,2799635
Kentucky,2004,2823454
Kentucky,2005,2860729
Kentucky,2006,2896460
Kentucky,2007,2933266
Kentucky,2008,2932659
Kentucky,2009,2939423
Kentucky,2010,2950191
Kentucky,2011,2959881
Kentucky,2012,2985234
Kentucky,2013,3019283
Kentucky,2014,3004919
Kentucky,2015,3021266
Kentucky,2016,3031447
Kentucky,2017,3019008
Kentucky,2018,3032530
Kentucky,2019,3030329
Kentucky,2020,2905632
Kentucky,2021,2980331
Kentucky,2022,2993550
Kentucky,2023,3001191
Louisiana,1949,729326
Louisiana,1950,850569
Louisiana,1951,854139
Louisiana,1952,890015
Louisiana,1953,1018539
Louisiana,1954,979721
Louisiana,1955,1063722
Louisiana,1956,1161389
Louisiana,1957,1172626
Louisiana,1958,1251675
Louisiana,1959,1274574
Louisiana,1960,1308427
Louisiana,1961,1321035
Louisiana,1962,1362622
Louisiana,1963,1358046
Louisiana,1964,1463826
Louisiana,1965,1537304
Louisiana,1966,1594848
Louisiana,1967,1621822
Louisiana,1968,1676969
Louisiana,1969,1723203
Louisiana,1970,1781620
Louisiana,1971,1812868
Louisiana,1972,1916845
Louisiana,1973,2015999
Louisiana,1974,2033227
Louisiana,1975,2121973
Louisiana,1976,2152850
Louisiana,1977,2223033
Louisiana,1978,2258857
Louisiana,1979,2291000
Louisiana,1980,2259417
Louisiana,1981,2405698
Louisiana,1982,2539776
Louisiana,1983,2767356
Louisiana,1984,2830287
Louisiana,1985,2755943
Louisiana,1986,2700790
Louisiana,1987,2614425
Louisiana,1988,2597965
Louisiana,1989,2573954
Louisiana,1990,2575460
Louisiana,1991,2594762
Louisiana,1992,2616830
Louisiana,1993,2576701
Louisiana,1994,2594615
Louisiana,1995,2593509
Louisiana,1996,2624131
Louisiana,1997,2677845
Louisiana,1998,2736305
Louisiana,1999,2762571
Louisiana,2000,2759120
Louisiana,2001,2718209
Louisiana,2002,3168238
Louisiana,2003,3119960
Louisiana,2004,3169627
Louisiana,2005,3083516
Louisiana,2006,3014191
Louisiana,2007,3033966
Louisiana,2008,2998162
Louisiana,2009,3086004
Louisiana,2010,3133631
Louisiana,2011,3186227
Louisiana,2012,2923744
Louisiana,2013,3278143
Louisiana,2014,3312630
Louisiana,2015,3357091
Louisiana,2016,3395095
Louisiana,2017,3425656
Louisiana,2018,3425435
Louisiana,2019,3435168
Louisiana,2020,3416648
Louisiana,2021,3437733
Louisiana,2022,3401947
Louisiana,2023,3404603
Maine,1949,325988
Maine,1950,338355
Maine,1951,349163
Maine,1952,357859
Maine,1953,369477
Maine,1954,377489
Maine,1955,391231
Maine,1956,406246
Maine,1957,422004
Maine,1958,425547
Maine,1959,442410
Maine,1960,445731
Maine,1961,454065
Maine,1962,456549
Maine,1963,463465
Maine,1964,464258
Maine,1965,505229
Maine,1966,474068
Maine,1967,484748
Maine,1968,490659
Maine,1969,496633
Maine,1970,513388
Maine,1971,539720
Maine,1972,556881
Maine,1973,595478
Maine,1974,650462
Maine,1975,627962
Maine,1976,647359
Maine,1977,667681
Maine,1978,683290
Maine,1979,702490
Maine,1980,729893
Maine,1981,752553
Maine,1982,757264
Maine,1983,770240
Maine,1984,790623
Maine,1985,803830
Maine,1986,817928
Maine,1987,870716
Maine,1988,866728
Maine,1989,886912
Maine,1990,887042
Maine,1991,888963
Maine,1992,917944
Maine,1993,905533
Maine,1994,913597
Maine,1995,864447
Maine,1996,873713
Maine,1997,900843.83775
Maine,1998,912506
Maine,1999,911704
Maine,2000,920235
Maine,2001,942556
Maine,2002,948748
Maine,2003,932455
Maine,2004,984829
Maine,2005,1003972
Maine,2006,1005160
Maine,2007,1009780
Maine,2008,1006057
Maine,2009,1013533
Maine,2010,1019738
Maine,2011,1014826
Maine,2012,1008190
Maine,2013,1011385
Maine,2014,1018918
Maine,2015,1019879
Maine,2016,1021332
Maine,2017,1032703
Maine,2018,1040582
Maine,2019,1046129
Maine,2020,1047893
Maine,2021,1056535
Maine,2022,1060461
Maine,2023,1065361
Maryland,1949,756863
Maryland,1950,883457
Maryland,1951,920673
Maryland,1952,1012770
Maryland,1953,1065230
Maryland,1954,1166534
Maryland,1955,1191856
Maryland,1956,1251623
Maryland,1957,1315859
Maryland,1958,1337325
Maryland,1959,1409845
Maryland,1960,1480034
Maryland,1961,1455539
Maryland,1962,1531296
Maryland,1963,1613746
Maryland,1964,1567088
Maryland,1965,1639057
Maryland,1966,1792524
Maryland,1967,1867273
Maryland,1968,1925204
Maryland,1969,2015964
Maryland,1970,2054453
Maryland,1971,2072636
Maryland,1972,2151407
Maryland,1973,2217934
Maryland,1974,2358860
Maryland,1975,2440554
Maryland,1976,2487374
Maryland,1977,2529740
Maryland,1978,2550003
Maryland,1979,2645011
Maryland,1980,2721609
Maryland,1981,2723416
Maryland,1982,2741333
Maryland,1983,2799441
Maryland,1984,2860835
Maryland,1985,2907494
Maryland,1986,2949234
Maryland,1987,3009476
Maryland,1988,3136819
Maryland,1989,3097915
Maryland,1990,3361936
Maryland,1991,3213900
Maryland,1992,3233818
Maryland,1993,3274392
Maryland,1994,3308006
Maryland,1995,3344125
Maryland,1996,3377470
Maryland,1997,3346622
Maryland,1998,3177783
Maryland,1999,3194601
Maryland,2000,3382451
Maryland,2001,3451966
Maryland,2002,3523311
Maryland,2003,3552187
Maryland,2004,3594251
Maryland,2005,3709594
Maryland,2006,3694290
Maryland,2007,3737847
Maryland,2008,3786650
Maryland,2009,3904685
Maryland,2010,3918305
Maryland,2011,3856604
Maryland,2012,4102154
Maryland,2013,4140105
Maryland,2014,4142997
Maryland,2015,4185752
Maryland,2016,4264875
Maryland,2017,4329503
Maryland,2018,4407973
Maryland,2019,4463862
Maryland,2020,4454266
Maryland,2021,4439757
Maryland,2022,4398839
Maryland,2023,4331165
Massachusetts,1949,1596999
Massachusetts,1950,1772912
Massachusetts,1951,1749864
Massachusetts,1952,1876446
Massachusetts,1953,1862232
Massachusetts,1954,1969395
Massachusetts,1955,2002899
Massachusetts,1956,2108890
Massachusetts,1957,2118815
Massachusetts,1958,2202539
Massachusetts,1959,2505988
Massachusetts,1960,2609751
Massachusetts,1961,2435296
Massachusetts,1962,2518284
Massachusetts,1963,2448517
Massachusetts,1964,2549726
Massachusetts,1965,2635085
Massachusetts,1966,2738780
Massachusetts,1967,2790546
Massachusetts,1968,2850027
Massachusetts,1969,2900773
Massachusetts,1970,2987565
Massachusetts,1971,3060240
Massachusetts,1972,3141000
Massachusetts,1973,3209000
Massachusetts,1974,3567311
Massachusetts,1975,3554287
Massachusetts,1976,3643688
Massachusetts,1977,3652145
Massachusetts,1978,3726326
Massachusetts,1979,3700000
Massachusetts,1980,3640202
Massachusetts,1981,3593339
Massachusetts,1982,3641141
Massachusetts,1983,3678678
Massachusetts,1984,3831746
Massachusetts,1985,3792074
Massachusetts,1986,3922078
Massachusetts,1987,3944206
Massachusetts,1988,4249814
Massachusetts,1989,4257842
Massachusetts,1990,4229311
Massachusetts,1991,4205850
Massachusetts,1992,4170038
Massachusetts,1993,4161137
Massachusetts,1994,4471529
Massachusetts,1995,4211029
Massachusetts,1996,4355014
Massachusetts,1997,4393429
Massachusetts,1998,4394355
Massachusetts,1999,4421054
Massachusetts,2000,4489695
Massachusetts,2001,4610666
Massachusetts,2002,4686416
Massachusetts,2003,4645705
Massachusetts,2004,4645857
Massachusetts,2005,4612829
Massachusetts,2006,4711735
Massachusetts,2007,4699301
Massachusetts,2008,4674058
Massachusetts,2009,4629636
Massachusetts,2010,4592500
Massachusetts,2011,4683322.969696969
Massachusetts,2012,4733936
Massachusetts,2013,4765586
Massachusetts,2014,4765586
Massachusetts,2015,5040662
Massachusetts,2016,5040662
Massachusetts,2017,4935176
Massachusetts,2018,4944666
Massachusetts,2019,4950056
Massachusetts,2020,4940373
Massachusetts,2021,4899931
Massachusetts,2022,4889069
Massachusetts,2023,4867225
Michigan,1949,2741414
Michigan,1950,2885869
Michigan,1951,3002527
Michigan,1952,3161880
Michigan,1953,3265395
Michigan,1954,3145948
Michigan,1955,3195985
Michigan,1956,3272496
Michigan,1957,3885276
Michigan,1958,3959338
Michigan,1959,4040423
Michigan,1960,4077758
Michigan,1961,4113525
Michigan,1962,4159731
Michigan,1963,3977165
Michigan,1964,4025133
Michigan,1965,4306015
Michigan,1966,4417776
Michigan,1967,4513847
Michigan,1968,4572481
Michigan,1969,5009251
Michigan,1970,5127129
Michigan,1971,5213390
Michigan,1972,5311836
Michigan,1973,5436121
Michigan,1974,5532599
Michigan,1975,5949949
Michigan,1976,6049944
Michigan,1977,6150000
Michigan,1978,6250000
Michigan,1979,6350000
Michigan,1980,6400000
Michigan,1981,6450000
Michigan,1982,6390130
Michigan,1983,6344657
Michigan,1984,6200076
Michigan,1985,6254118
Michigan,1986,6332878
Michigan,1987,6378723
Michigan,1988,6388518
Michigan,1989,6422031
Michigan,1990,6440390
Michigan,1991,6433993
Michigan,1992,6480686
Michigan,1993,6527401
Michigan,1994,6601924
Michigan,1995,6658750
Michigan,1996,6716789
Michigan,1997,6751267
Michigan,1998,6802704
Michigan,1999,6863199
Michigan,2000,6925246
Michigan,2001,6976982
Michigan,2002,7025357
Michigan,2003,7065438
Michigan,2004,7103404
Michigan,2005,7105272
Michigan,2006,7112992
Michigan,2007,7058955
Michigan,2008,7118378
Michigan,2009,7082820
Michigan,2010,7083107
Michigan,2011,7059509
Michigan,2012,7018713
Michigan,2013,6986587
Michigan,2014,7046433
Michigan,2015,7104484
Michigan,2016,7074674
Michigan,2017,7095778
Michigan,2018,7153645
Michigan,2019,7141494
Michigan,2020,7026650
Michigan,2021,7982471
Michigan,2022,7776994
Michigan,2023,7715581
Minnesota,1949,1759593
Minnesota,1950,1708275
Minnesota,1951,1675010
Minnesota,1952,1654019
Minnesota,1953,1670011
Minnesota,1954,1763500
Minnesota,1955,1797759
Minnesota,1956,1595633
Minnesota,1957,1546510
Minnesota,1958,1708585
Minnesota,1959,1756215
Minnesota,1960,1792984
Minnesota,1961,1836252
Minnesota,1962,1862861
Minnesota,1963,1876073
Minnesota,1964,1898554
Minnesota,1965,1973439
Minnesota,1966,2036199
Minnesota,1967,2073939
Minnesota,1968,2078425
Minnesota,1969,2221474
Minnesota,1970,2309739
Minnesota,1971,2368059
Minnesota,1972,2336027
Minnesota,1973,2384410
Minnesota,1974,2402550
Minnesota,1975,2416869
Minnesota,1976,2571540
Minnesota,1977,2598123
Minnesota,1978,2234646
Minnesota,1979,2286218
Minnesota,1980,2335935
Minnesota,1981,2382897
Minnesota,1982,2397077
Minnesota,1983,2373908
Minnesota,1984,2397204
Minnesota,1985,2473073
Minnesota,1986,2455826
Minnesota,1987,2471180
Minnesota,1988,2478925
Minnesota,1989,2429251
Minnesota,1990,2528941
Minnesota,1991,2545936
Minnesota,1992,2625071
Minnesota,1993,2637458
Minnesota,1994,2705701
Minnesota,1995,2761121
Minnesota,1996,2830232
Minnesota,1997,2839291
Minnesota,1998,2868002
Minnesota,1999,2907027
Minnesota,2000,2940789
Minnesota,2001,2961236
Minnesota,2002,2997058
Minnesota,2003,3035553
Minnesota,2004,3083007
Minnesota,2005,3083757
Minnesota,2006,3086610
Minnesota,2007,3149109
Minnesota,2008,3190183
Minnesota,2009,3245441
Minnesota,2010,3281463
Minnesota,2011,3306139
Minnesota,2012,3321760
Minnesota,2013,3330725
Minnesota,2014,3357468
Minnesota,2015,3351430
Minnesota,2016,3377910
Minnesota,2017,3394815
Minnesota,2018,3391057
Minnesota,2019,3391057
Minnesota,2020,4090264
Minnesota,2021,4143272
Minnesota,2022,4117786
Minnesota,2023,4152710
Mississippi,1949,526346
Mississippi,1950,569349
Mississippi,1951,527592
Mississippi,1952,564735
Mississippi,1953,592483
Mississippi,1954,682218
Mississippi,1955,688824
Mississippi,1956,711822
Mississippi,1957,712479
Mississippi,1958,726376
Mississippi,1959,723255
Mississippi,1960,747442
Mississippi,1961,779513
Mississippi,1962,808930
Mississippi,1963,808199
Mississippi,1964,853041
Mississippi,1965,887201
Mississippi,1966,870689
Mississippi,1967,971762
Mississippi,1968,1009644
Mississippi,1969,1319836
Mississippi,1970,1236795
Mississippi,1971,1308579
Mississippi,1972,1382030
Mississippi,1973,1379109
Mississippi,1974,1378308
Mississippi,1975,1456039
Mississippi,1976,1505966
Mississippi,1977,1572875
Mississippi,1978,1588158
Mississippi,1979,1582281
Mississippi,1980,1587011
Mississippi,1981,1699197
Mississippi,1982,1734173
Mississippi,1983,1802952
Mississippi,1984,1786211
Mississippi,1985,1810847
Mississippi,1986,1744188
Mississippi,1987,1775864
Mississippi,1988,1813559
Mississippi,1989,1841840
Mississippi,1990,1884544
Mississippi,1991,1924696
Mississippi,1992,1628169
Mississippi,1993,1640301
Mississippi,1994,1671690
Mississippi,1995,1693159
Mississippi,1996,1700132
Mississippi,1997,1722513
Mississippi,1998,1758293
Mississippi,1999,1788189
Mississippi,2000,2007746
Mississippi,2001,1859487
Mississippi,2002,1861496
Mississippi,2003,1885974
Mississippi,2004,1896008
Mississippi,2005,1965464
Mississippi,2006,1929636
Mississippi,2007,1926969
Mississippi,2008,1935764
Mississippi,2009,1930603
Mississippi,2010,1928487
Mississippi,2011,1926603
Mississippi,2012,1957980
Mississippi,2013,1968907
Mississippi,2014,1977679
Mississippi,2015,1988396
Mississippi,2016,2018862
Mississippi,2017,2053924
Mississippi,2018,2058036
Mississippi,2019,2058036
Mississippi,2020,2017111
Mississippi,2021,2032775
Mississippi,2022,2047069
Mississippi,2023,2071414
Missouri,1949,1479341
Missouri,1950,1770607
Missouri,1951,1951557
Missouri,1952,1910818
Missouri,1953,1980223
Missouri,1954,1972489
Missouri,1955,2054641
Missouri,1956,2084771
Missouri,1957,1956743
Missouri,1958,1970530
Missouri,1959,1987456
Missouri,1960,2084782
Missouri,1961,2156307
Missouri,1962,2169485
Missouri,1963,2268392
Missouri,1964,2339742
Missouri,1965,2405521
Missouri,1966,2296416
Missouri,1967,2499627
Missouri,1968,2449681
Missouri,1969,2528167
Missouri,1970,2568633
Missouri,1971,2719453
Missouri,1972,2775589
Missouri,1973,2874676
Missouri,1974,2908549
Missouri,1975,2971765
Missouri,1976,3033752
Missouri,1977,3100117
Missouri,1978,3163722
Missouri,1979,3213455
Missouri,1980,3244744
Missouri,1981,3280679
Missouri,1982,3297491
Missouri,1983,3322500
Missouri,1984,3354496
Missouri,1985,3393353
Missouri,1986,3430062
Missouri,1987,3471458
Missouri,1988,3511676
Missouri,1989,3536684
Missouri,1990,3688081
Missouri,1991,3732342
Missouri,1992,3454414
Missouri,1993,3472140
Missouri,1994,3382046
Missouri,1995,3587086
Missouri,1996,3749348
Missouri,1997,3744320
Missouri,1998,3798096
Missouri,1999,3839764
Missouri,2000,3856271
Missouri,2001,3862300
Missouri,2002,3931448
Missouri,2003,3965610
Missouri,2004,4047652
Missouri,2005,4135394
Missouri,2006,4139632
Missouri,2007,4161957
Missouri,2008,4196682
Missouri,2009,4217910
Missouri,2010,4246249
Missouri,2011,4277037
Missouri,2012,4288488
Missouri,2013,4280438
Missouri,2014,4295224
Missouri,2015,4213302
Missouri,2016,4249579
Missouri,2017,4274784
Missouri,2018,4272960
Missouri,2019,4274389
Missouri,2020,4259672
Missouri,2021,4275228
Missouri,2022,4290391
Missouri,2023,4308768
Montana,1949,259322
Montana,1950,272196
Montana,1951,280333
Montana,1952,285178
Montana,1953,304785
Montana,1954,319065
Montana,1955,330662
Montana,1956,347202
Montana,1957,352564
Montana,1958,355180
Montana,1959,352617
Montana,1960,356097
Montana,1961,367551
Montana,1962,373192
Montana,1963,401350
Montana,1964,380949
Montana,1965,382123
Montana,1966,394473
Montana,1967,391198
Montana,1968,392308
Montana,1969,397784
Montana,1970,409356
Montana,1971,421468
Montana,1972,444276
Montana,1973,462047
Montana,1974,494640
Montana,1975,514426
Montana,1976,535003
Montana,1977,515643
Montana,1978,580000
Montana,1979,583243
Montana,1980,598982
Montana,1981,483866
Montana,1982,491879
Montana,1983,488603
Montana,1984,473535
Montana,1985,582085
Montana,1986,591222
Montana,1987,604051
Montana,1988,534457
Montana,1989,597638
Montana,1990,603614.38
Montana,1991,580313
Montana,1992,597037
Montana,1993,530744
Montana,1994,525780
Montana,1995,573749
Montana,1996,573754
Montana,1997,662418
Montana,1998,646512
Montana,1999,660151
Montana,2000,678899
Montana,2001,683351
Montana,2002,694743
Montana,2003,704509
Montana,2004,712880
Montana,2005,715512
Montana,2006,723976
Montana,2007,735753
Montana,2008,738982
Montana,2009,737964
Montana,2010,743611
Montana,2011,752483
Montana,2012,757812
Montana,2013,766716
Montana,2014,768703
Montana,2015,781427
Montana,2016,797145
Montana,2017,807259
Montana,2018,806204
Montana,2019,811851
Montana,2020,826754
Montana,2021,856696
Montana,2022,870882
Montana,2023,878798
Nebraska,1949,694684
Nebraska,1950,684780
Nebraska,1951,716281
Nebraska,1952,715627
Nebraska,1953,765461
Nebraska,1954,767474
Nebraska,1955,789552
Nebraska,1956,793173
Nebraska,1957,802253
Nebraska,1958,854885
Nebraska,1959,888018
Nebraska,1960,895933
Nebraska,1961,911061
Nebraska,1962,921147
Nebraska,1963,877385
Nebraska,1964,893869
Nebraska,1965,895791
Nebraska,1966,901656
Nebraska,1967,917797
Nebraska,1968,886464
Nebraska,1969,898232
Nebraska,1970,934247
Nebraska,1971,1033162
Nebraska,1972,1007000
Nebraska,1973,1086797
Nebraska,1974,1044347
Nebraska,1975,1063910
Nebraska,1976,1025990
Nebraska,1977,1025244
Nebraska,1978,1060748
Nebraska,1979,1076458
Nebraska,1980,1093255
Nebraska,1981,1087997
Nebraska,1982,1084396
Nebraska,1983,1094680
Nebraska,1984,1107545
Nebraska,1985,1089797
Nebraska,1986,1097585
Nebraska,1987,1069148
Nebraska,1988,1088104
Nebraska,1989,1064796
Nebraska,1990,1088677
Nebraska,1991,1068695
Nebraska,1992,1128888
Nebraska,1993,1141134
Nebraska,1994,1146447
Nebraska,1995,1151764
Nebraska,1996,1159831
Nebraska,1997,1178880
Nebraska,1998,1185794
Nebraska,1999,1202517
Nebraska,2000,1195219
Nebraska,2001,1267284
Nebraska,2002,1275206
Nebraska,2003,1311332
Nebraska,2004,1315819
Nebraska,2005,1320617
Nebraska,2006,1327916
Nebraska,2007,1330698
Nebraska,2008,1346406
Nebraska,2009,1349295
Nebraska,2010,1351516
Nebraska,2011,1356377
Nebraska,2012,1363596
Nebraska,2013,1374529
Nebraska,2014,1383693
Nebraska,2015,1394301
Nebraska,2016,1404479
Nebraska,2017,1404479
Nebraska,2018,1420317
Nebraska,2019,1430818
Nebraska,2020,1438821
Nebraska,2021,1438842
Nebraska,2022,1449818
Nebraska,2023,1455283
Nevada,1949,88176
Nevada,1950,90433
Nevada,1951,103439
Nevada,1952,107348
Nevada,1953,122674
Nevada,1954,134022
Nevada,1955,143393
Nevada,1956,162932
Nevada,1957,170920
Nevada,1958,150181
Nevada,1959,156320
Nevada,1960,166535
Nevada,1961,174568
Nevada,1962,178486
Nevada,1963,205885
Nevada,1964,227075
Nevada,1965,266550
Nevada,1966,287094
Nevada,1967,337856
Nevada,1968,327467
Nevada,1969,334833
Nevada,1970,336574
Nevada,1971,353978
Nevada,1972,369595
Nevada,1973,388842
Nevada,1974,398003
Nevada,1975,418704
Nevada,1976,449764
Nevada,1977,478818
Nevada,1978,527118
Nevada,1979,564789
Nevada,1980,625673
Nevada,1981,642155
Nevada,1982,654658
Nevada,1983,676074
Nevada,1984,681256
Nevada,1985,699077
Nevada,1986,707549
Nevada,1987,719058
Nevada,1988,749037
Nevada,1989,794067
Nevada,1990,846410
Nevada,1991,908684
Nevada,1992,957421
Nevada,1993,976214
Nevada,1994,1007191
Nevada,1995,1044609
Nevada,1996,1116795
Nevada,1997,1186097
Nevada,1998,1245905
Nevada,1999,1322014
Nevada,2000,1370643
Nevada,2001,1420714
Nevada,2002,1460903
Nevada,2003,1487899
Nevada,2004,1548097
Nevada,2005,1596353
Nevada,2006,1626021
Nevada,2007,1661588
Nevada,2008,1678550
Nevada,2009,1690431
Nevada,2010,1691318
Nevada,2011,1700829
Nevada,2012,1728060
Nevada,2013,1756095
Nevada,2014,1796443
Nevada,2015,1835511
Nevada,2016,1872376
Nevada,2017,1918305
Nevada,2018,1983453
Nevada,2019,2054421
Nevada,2020,2056394
Nevada,2021,2150707
Nevada,2022,2210689
Nevada,2023,2256437
New Hampshire,1949,206398
New Hampshire,1950,167980
New Hampshire,1951,224243
New Hampshire,1952,233835
New Hampshire,1953,245739
New Hampshire,1954,235457
New Hampshire,1955,281277
New Hampshire,1956,274992
New Hampshire,1957,292089
New Hampshire,1958,279786
New Hampshire,1959,297698
New Hampshire,1960,311780
New Hampshire,1961,333407
New Hampshire,1962,343814
New Hampshire,1963,361547
New Hampshire,1964,369671
New Hampshire,1965,386859
New Hampshire,1966,379075
New Hampshire,1967,371412
New Hampshire,1968,390310
New Hampshire,1969,401968
New Hampshire,1970,426739
New Hampshire,1971,441324
New Hampshire,1972,461124
New Hampshire,1973,505322
New Hampshire,1974,525017
New Hampshire,1975,534094
New Hampshire,1976,561197
New Hampshire,1977,584143
New Hampshire,1978,613402
New Hampshire,1979,637251
New Hampshire,1980,652411
New Hampshire,1981,665085
New Hampshire,1982,677478
New Hampshire,1983,697012
New Hampshire,1984,715708
New Hampshire,1985,737852
New Hampshire,1986,762879
New Hampshire,1987,785591
New Hampshire,1988,798336
New Hampshire,1989,809389
New Hampshire,1990,843470
New Hampshire,1991,847564
New Hampshire,1992,850136
New Hampshire,1993,868560
New Hampshire,1994,877471
New Hampshire,1995,901104
New Hampshire,1996,915451
New Hampshire,1997,883064
New Hampshire,1998,907479
New Hampshire,1999,918563
New Hampshire,2000,929630
New Hampshire,2001,941829
New Hampshire,2002,954910
New Hampshire,2003,967770
New Hampshire,2004,985775
New Hampshire,2005,998214
New Hampshire,2006,1027582
New Hampshire,2007,1026546
New Hampshire,2008,1031158
New Hampshire,2009,1034329
New Hampshire,2010,1037083
New Hampshire,2011,1056889
New Hampshire,2012,1064604
New Hampshire,2013,1061433
New Hampshire,2014,1071963
New Hampshire,2015,1074766
New Hampshire,2016,1096234
New Hampshire,2017,1103624
New Hampshire,2018,1161665
New Hampshire,2019,1195211
New Hampshire,2020,1060381
New Hampshire,2021,1174826
New Hampshire,2022,1174826
New Hampshire,2023,1090706
New Jersey,1949,1788578
New Jersey,1950,1890620
New Jersey,1951,1985213
New Jersey,1952,2082495
New Jersey,1953,2190164
New Jersey,1954,2278551
New Jersey,1955,2385533
New Jersey,1956,2461004
New Jersey,1957,2419976
New Jersey,1958,2461654
New Jersey,1959,2573607
New Jersey,1960,2756932
New Jersey,1961,2968641
New Jersey,1962,3044164
New Jersey,1963,3168858
New Jersey,1964,3290412
New Jersey,1965,3397601
New Jersey,1966,3528532
New Jersey,1967,3596637
New Jersey,1968,3732742
New Jersey,1969,3868492
New Jersey,1970,4028832
New Jersey,1971,4073926
New Jersey,1972,4124513
New Jersey,1973,4342059
New Jersey,1974,4216959
New Jersey,1975,4323242
New Jersey,1976,4215807
New Jersey,1977,4294084
New Jersey,1978,4496464
New Jersey,1979,4374505
New Jersey,1980,4927909
New Jersey,1981,5154921
New Jersey,1982,5337632
New Jersey,1983,5458667
New Jersey,1984,5680087
New Jersey,1985,5793689
New Jersey,1986,5904000
New Jersey,1987,6022080
New Jersey,1988,5451556
New Jersey,1989,5615102
New Jersey,1990,5584727
New Jersey,1991,5659994
New Jersey,1992,5285107
New Jersey,1993,5458841
New Jersey,1994,5433383
New Jersey,1995,5403671
New Jersey,1996,5485980
New Jersey,1997,5576064
New Jersey,1998,5563492
New Jersey,1999,5550772
New Jersey,2000,5654973
New Jersey,2001,5715089
New Jersey,2002,5711794
New Jersey,2003,5728975
New Jersey,2004,5799532
New Jersey,2005,5870720
New Jersey,2006,5834227
New Jersey,2007,5782155
New Jersey,2008,5782155
New Jersey,2009,5923538
New Jersey,2010,5952583
New Jersey,2011,5977458
New Jersey,2012,6039623
New Jersey,2013,6081386
