state,year,drivers
Virginia,1955,1540751
Virginia,1956,1630245
Virginia,1957,1678973
Virginia,1958,1725524
Virginia,1959,1792242
Virginia,1960,1827232
Virginia,1961,1901611
Virginia,1962,1950489
Virginia,1963,2014448
Virginia,1964,2076854
Virginia,1965,2160163
Virginia,1966,2185853
Virginia,1967,2229546
Virginia,1968,2307265
Virginia,1969,2388246
Virginia,1970,2345466
Virginia,1971,2492079
Virginia,1972,2670493
Virginia,1973,2855948
Virginia,1974,2944068
Virginia,1975,3017481
Virginia,1976,3069347
Virginia,1977,3277231
Virginia,1978,3259131
Virginia,1979,3338967
Virginia,1980,3460686
Virginia,1981,3570363
Virginia,1982,3625377
Virginia,1983,3704171
Virginia,1984,3773233
Virginia,1985,3804113
Virginia,1986,3937571
Virginia,1987,4053303
Virginia,1988,4129510
Virginia,1989,4233574
Virginia,1990,4388805
Virginia,1991,4651070
Virginia,1992,4697006
Virginia,1993,4579666
Virginia,1994,4601235
Virginia,1995,4628886
Virginia,1996,4692071
Virginia,1997,4901088
Virginia,1998,4787150
Virginia,1999,4729373
Virginia,2000,4836993
Virginia,2001,4920753
Virginia,2002,5158232
Virginia,2003,5045857
Virginia,2004,5112523
Virginia,2005,5178156
Virginia,2006,5210685
Virginia,2007,5259512
Virginia,2008,5301182
Virginia,2009,5347745
Virginia,2010,5402347
Virginia,2011,5467045
Virginia,2012,5538480
Virginia,2013,5602765
Virginia,2014,5769063
Virginia,2015,5820209
Virginia,2016,5912048
Virginia,2017,5926430
Virginia,2018,5929031
Virginia,2019,5888196
Virginia,2020,5909716
Virginia,2021,5912644
Virginia,2022,5837147
Virginia,2023,5921532
Washington,1949,1138851
Washington,1950,1484736
Washington,1951,1048749
Washington,1952,1130533
Washington,1953,1169699
Washington,1954,1211206
Washington,1955,1251083
Washington,1956,1232603
Washington,1957,1278812
Washington,1958,1317971
Washington,1959,1404738
Washington,1960,1422149
Washington,1961,1402067
Washington,1962,1455365
Washington,1963,1513328
Washington,1964,1603429
Washington,1965,1579415
Washington,1966,1606360
Washington,1967,1705157
Washington,1968,1788050
Washington,1969,1903504
Washington,1970,1919980
Washington,1971,1965962
Washington,1972,2007862
Washington,1973,2145283
Washington,1974,2122131
Washington,1975,2176585
Washington,1976,2289371
Washington,1977,2339215
Washington,1978,2485248
Washington,1979,2579368
Washington,1980,2662658
Washington,1981,2732785
Washington,1982,2774210
Washington,1983,2867032
Washington,1984,2972976
Washington,1985,2980717
Washington,1986,3029457
Washington,1987,3156743
Washington,1988,3198023
Washington,1989,3272941
Washington,1990,3376671
Washington,1991,3490585
Washington,1992,3627434
Washington,1993,3698920
Washington,1994,3775019
Washington,1995,3765376
Washington,1996,3908217
Washington,1997,4009833
Washington,1998,4078895
Washington,1999,4128775
Washington,2000,4154501
Washington,2001,4237845
Washington,2002,4381417
Washington,2003,4407269
Washington,2004,4504581
Washington,2005,4681927
Washington,2006,4790864
Washington,2007,4879705
Washington,2008,4953872
Washington,2009,5026521
Washington,2010,5106367
Washington,2011,5178789
Washington,2012,5227889
Washington,2013,5301630
Washington,2014,5401139
Washington,2015,5516134
Washington,2016,5635715
Washington,2017,5768281
Washington,2018,5909967
Washington,2019,5711136
Washington,2020,5812500
Washington,2021,5868509
Washington,2022,5956048
Washington,2023,6009842
West Virginia,1949,644417
West Virginia,1950,682601
West Virginia,1951,691136
West Virginia,1952,738974
West Virginia,1953,768091
West Virginia,1954,789410
West Virginia,1955,808438
West Virginia,1956,819932
West Virginia,1957,830853
West Virginia,1958,885679
West Virginia,1959,808462
West Virginia,1960,832974
West Virginia,1961,830683
West Virginia,1962,805147
West Virginia,1963,893597
West Virginia,1964,884023
West Virginia,1965,822079
West Virginia,1966,822950
West Virginia,1967,855055
West Virginia,1968,832477
West Virginia,1969,861371
West Virginia,1970,912609
West Virginia,1971,981976
West Virginia,1972,1016060
West Virginia,1973,1051025
West Virginia,1974,1078000
West Virginia,1975,1262038
West Virginia,1976,1324000
West Virginia,1977,1367093
West Virginia,1978,1422975
West Virginia,1979,1452777
West Virginia,1980,1506401
West Virginia,1981,1488300
West Virginia,1982,1410893
West Virginia,1983,1417000
West Virginia,1984,1293523
West Virginia,1985,1298585
West Virginia,1986,1297861
West Virginia,1987,1303404
West Virginia,1988,1308212
West Virginia,1989,1306445
West Virginia,1990,1283703
West Virginia,1991,1285627
West Virginia,1992,1314244
West Virginia,1993,1302081
West Virginia,1994,1298478
West Virginia,1995,1304539
West Virginia,1996,1274453
West Virginia,1997,1285158
West Virginia,1998,1280539
West Virginia,1999,1273701
West Virginia,2000,1347207
West Virginia,2001,1316955
West Virginia,2002,1325029
West Virginia,2003,1272135
West Virginia,2004,1292036
West Virginia,2005,1327569
West Virginia,2006,1335303
West Virginia,2007,1358529
West Virginia,2008,1360926
West Virginia,2009,1328992
West Virginia,2010,1206026
West Virginia,2011,1198837.1940000001
West Virginia,2012,1241586
West Virginia,2013,1177136
West Virginia,2014,1171906.7458000001
West Virginia,2015,1167346.2637999998
West Virginia,2016,1159348
West Virginia,2017,1148786
West Virginia,2018,1136774.7654
West Virginia,2019,1130389.1733
West Virginia,2020,1101775.4047
West Virginia,2021,1138290
West Virginia,2022,1148406
West Virginia,2023,1131687.8095
Wisconsin,1949,1758013
Wisconsin,1950,1682978
Wisconsin,1951,1676477
Wisconsin,1952,1619646
Wisconsin,1953,1687976
Wisconsin,1954,1730776
Wisconsin,1955,1731150
Wisconsin,1956,1772700
Wisconsin,1957,1866650
Wisconsin,1958,1849185
Wisconsin,1959,1893795
Wisconsin,1960,1862512
Wisconsin,1961,1855322
Wisconsin,1962,1985991
Wisconsin,1963,1934368
Wisconsin,1964,2078980
Wisconsin,1965,2141483
Wisconsin,1966,2185086
Wisconsin,1967,2280544
Wisconsin,1968,2360815
Wisconsin,1969,2458037
Wisconsin,1970,2459539
Wisconsin,1971,2465315
Wisconsin,1972,2527731
Wisconsin,1973,2593838
Wisconsin,1974,2663886
Wisconsin,1975,2721284
Wisconsin,1976,2773783
Wisconsin,1977,2840543
Wisconsin,1978,2899070
Wisconsin,1979,2954000
Wisconsin,1980,2982366
Wisconsin,1981,3027347
Wisconsin,1982,3036428
Wisconsin,1983,3085549
Wisconsin,1984,3147657
Wisconsin,1985,3211330
Wisconsin,1986,3229246
Wisconsin,1987,3248206
Wisconsin,1988,3268207
Wisconsin,1989,3294057
Wisconsin,1990,3327872
Wisconsin,1991,3394428
Wisconsin,1992,3542702
Wisconsin,1993,3502341
Wisconsin,1994,3554003
Wisconsin,1995,3601619
Wisconsin,1996,3723685
Wisconsin,1997,3672469
Wisconsin,1998,3709957
Wisconsin,1999,3733122
Wisconsin,2000,3770453.22
Wisconsin,2001,3667497
Wisconsin,2002,3529720
Wisconsin,2003,3765644
Wisconsin,2004,3910188
Wisconsin,2005,3993348
Wisconsin,2006,4049450
Wisconsin,2007,4066273
Wisconsin,2008,4075764
Wisconsin,2009,4105142
Wisconsin,2010,4133377
Wisconsin,2011,4147470
Wisconsin,2012,4056649
Wisconsin,2013,4171427
Wisconsin,2014,4188194
Wisconsin,2015,4194759
Wisconsin,2016,4206770
Wisconsin,2017,4234793
Wisconsin,2018,4288171
Wisconsin,2019,4296646
Wisconsin,2020,4315892
Wisconsin,2021,4340851
Wisconsin,2022,4374582
Wisconsin,2023,4411182
Wyoming,1949,197118
Wyoming,1950,182632
Wyoming,1951,186021
Wyoming,1952,196625
Wyoming,1953,196931
Wyoming,1954,208187
Wyoming,1955,215122
Wyoming,1956,215396
Wyoming,1957,200086
Wyoming,1958,204485
Wyoming,1959,202678
Wyoming,1960,211536
Wyoming,1961,219999
Wyoming,1962,216174
Wyoming,1963,226438
Wyoming,1964,224944
Wyoming,1965,223118
Wyoming,1966,221383
Wyoming,1967,220926
Wyoming,1968,215715
Wyoming,1969,222214
Wyoming,1970,229067
Wyoming,1971,232429
Wyoming,1972,217251
Wyoming,1973,224097
Wyoming,1974,257462
Wyoming,1975,280057
Wyoming,1976,300436
Wyoming,1977,309275
Wyoming,1978,319049
Wyoming,1979,329731
Wyoming,1980,346250
Wyoming,1981,362767
Wyoming,1982,397788
Wyoming,1983,394041
Wyoming,1984,359976
Wyoming,1985,331850
Wyoming,1986,326007
Wyoming,1987,339150
Wyoming,1988,348946
Wyoming,1989,333493
Wyoming,1990,333546
Wyoming,1991,341023
Wyoming,1992,342960
Wyoming,1993,350074
Wyoming,1994,341706
Wyoming,1995,346299
Wyoming,1996,343093
Wyoming,1997,352770
Wyoming,1998,359158
Wyoming,1999,363471
Wyoming,2000,370740.42
Wyoming,2001,370713
Wyoming,2002,303357
Wyoming,2003,378009
Wyoming,2004,380180
Wyoming,2005,382735
Wyoming,2006,390538
Wyoming,2007,398283
Wyoming,2008,404489
Wyoming,2009,410813
Wyoming,2010,419466
Wyoming,2011,421928
Wyoming,2012,421580
Wyoming,2013,421473
Wyoming,2014,423987
Wyoming,2015,422450
Wyoming,2016,421098
Wyoming,2017,422465
Wyoming,2018,419256
Wyoming,2019,424115
Wyoming,2020,427233
Wyoming,2021,430472
Wyoming,2022,431900
Wyoming,2023,441195
Total,1949,59322278
Total,1950,62193495
Total,1951,64443781
Total,1952,66825829
Total,1953,69869781
Total,1954,71897089
Total,1955,74685949
Total,1956,77658826
Total,1957,79630680
Total,1958,81536726
Total,1959,84498191
Total,1960,87252563
Total,1961,88744198
Total,1962,90588324
Total,1963,93572980
Total,1964,95467537
Total,1965,98502152
Total,1966,100998471
Total,1967,103171641
Total,1968,105410150
Total,1969,108306080
Total,1970,111542787
Total,1971,114425900
Total,1972,118414474
Total,1973,121545736
Total,1974,125426582
Total,1975,129790666
Total,1976,134035641
Total,1977,138120893
Total,1978,140843907
Total,1979,143283995
Total,1980,145295036
Total,1981,147075169
Total,1982,150233659
Total,1983,154389178
Total,1984,155423709
Total,1985,156868277
Total,1986,159487000
Total,1987,161818461
Total,1988,162853255
Total,1989,165555295
Total,1990,167015249.92000002
Total,1991,168995076
Total,1992,173125396
Total,1993,173149313
Total,1994,175403465.02
Total,1995,176628482
Total,1996,179539340
Total,1997,182709204.00375
Total,1998,184980177
Total,1999,187170420.495
Total,2000,190625022.81558275
Total,2001,191275719
Total,2002,194295633
Total,2003,196165665
Total,2004,198888912
Total,2005,200548972
Total,2006,202810438
Total,2007,205741845
Total,2008,208320601
Total,2009,209618386
Total,2010,210114939.25
Total,2011,211874649.16369697
Total,2012,211814830
Total,2013,212159728
Total,2014,214092471.7458
Total,2015,218084465.2638
Total,2016,221711918
Total,2017,225346257
Total,2018,227558384.7654
Total,2019,228679719.1733
Total,2020,228195802.4047
Total,2021,232781797
Total,2022,235086153
Total,2023,237655884.8095
