year,datetime,stage,stadium,city,team_name,team_goals,playing_against,win_conditions,attendance,referee,assistant_1,assistant_2,round_id,match_id,win,response
1998,11 Jun 1998 - 17:30,Group B,Stade du Parc Lescure,Bordeaux,Italy,2,Chile,NA,31800,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014,8726,no,0
1998,11 Jun 1998 - 17:30,Group B,Stade du Parc Lescure,Bordeaux,Chile,2,Italy,NA,31800,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014,8726,yes,1
1998,11 Jun 1998 - 21:00,Group B,Stade Municipal,Toulouse,Cameroon,1,Austria,NA,33500,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014,8727,no,0
1998,11 Jun 1998 - 21:00,Group B,Stade Municipal,Toulouse,Austria,1,Cameroon,NA,33500,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014,8727,yes,1
1998,12 Jun 1998 - 14:30,Group D,La Mosson,Montpellier,Paraguay,0,Bulgaria,NA,29800,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014,8728,no,0
1998,12 Jun 1998 - 14:30,Group D,La Mosson,Montpellier,Bulgaria,0,Paraguay,NA,29800,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014,8728,yes,1
1998,12 Jun 1998 - 17:30,Group C,Stade Felix Bollaert,Lens,Saudi Arabia,0,Denmark,NA,38100,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014,8729,no,0
1998,12 Jun 1998 - 17:30,Group C,Stade Felix Bollaert,Lens,Denmark,1,Saudi Arabia,NA,38100,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014,8729,yes,1
1998,12 Jun 1998 - 21:00,Group C,Stade V�lodrome,Marseilles,France,3,South Africa,NA,55000,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014,8730,yes,1
1998,12 Jun 1998 - 21:00,Group C,Stade V�lodrome,Marseilles,South Africa,0,France,NA,55000,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014,8730,no,0
1998,13 Jun 1998 - 14:30,Group D,La Beaujoire,Nantes,Spain,2,Nigeria,NA,35500,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),1014,8731,no,0
1998,13 Jun 1998 - 14:30,Group D,La Beaujoire,Nantes,Nigeria,3,Spain,NA,35500,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),1014,8731,yes,1
1998,13 Jun 1998 - 17:30,Group E,Stade de Gerland,Lyon,Korea Republic,1,Mexico,NA,39100,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),1014,8732,no,0
1998,13 Jun 1998 - 17:30,Group E,Stade de Gerland,Lyon,Mexico,3,Korea Republic,NA,39100,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),1014,8732,yes,1
1998,13 Jun 1998 - 21:00,Group E,Stade de France,Saint-Denis,Netherlands,0,Belgium,NA,77000,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),1014,8733,no,0
1998,13 Jun 1998 - 21:00,Group E,Stade de France,Saint-Denis,Belgium,0,Netherlands,NA,77000,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),1014,8733,yes,1
1998,14 Jun 1998 - 14:30,Group H,Stade Municipal,Toulouse,Argentina,1,Japan,NA,33500,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),1014,8734,yes,1
1998,14 Jun 1998 - 14:30,Group H,Stade Municipal,Toulouse,Japan,0,Argentina,NA,33500,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),1014,8734,no,0
1998,14 Jun 1998 - 17:30,Group F,Stade Geoffroy Guichard,Saint-Etienne,Yugoslavia,1,Iran,NA,30600,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),1014,8735,yes,1
1998,14 Jun 1998 - 17:30,Group F,Stade Geoffroy Guichard,Saint-Etienne,Iran,0,Yugoslavia,NA,30600,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),1014,8735,no,0
1998,14 Jun 1998 - 21:00,Group H,Stade Felix Bollaert,Lens,Jamaica,1,Croatia,NA,38100,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),1014,8736,no,0
1998,14 Jun 1998 - 21:00,Group H,Stade Felix Bollaert,Lens,Croatia,3,Jamaica,NA,38100,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),1014,8736,yes,1
1998,15 Jun 1998 - 21:00,Group F,Parc des Princes,Paris,Germany,2,USA,NA,45500,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),1014,8738,yes,1
1998,15 Jun 1998 - 21:00,Group F,Parc des Princes,Paris,USA,0,Germany,NA,45500,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),1014,8738,no,0
1998,15 Jun 1998 - 17:30,Group G,Stade de Gerland,Lyon,Romania,1,Colombia,NA,39100,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),1014,8739,yes,1
1998,15 Jun 1998 - 17:30,Group G,Stade de Gerland,Lyon,Colombia,0,Romania,NA,39100,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),1014,8739,no,0
1998,15 Jun 1998 - 14:30,Group G,Stade V�lodrome,Marseilles,England,2,Tunisia,NA,55000,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),1014,8740,yes,1
1998,15 Jun 1998 - 14:30,Group G,Stade V�lodrome,Marseilles,Tunisia,0,England,NA,55000,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),1014,8740,no,0
1998,16 Jun 1998 - 17:30,Group A,Stade du Parc Lescure,Bordeaux,Scotland,1,Norway,NA,31800,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),1014,8741,no,0
1998,16 Jun 1998 - 17:30,Group A,Stade du Parc Lescure,Bordeaux,Norway,1,Scotland,NA,31800,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),1014,8741,yes,1
1998,16 Jun 1998 - 21:00,Group A,La Beaujoire,Nantes,Brazil,3,Morocco,NA,35500,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014,8742,yes,1
1998,16 Jun 1998 - 21:00,Group A,La Beaujoire,Nantes,Morocco,0,Brazil,NA,35500,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014,8742,no,0
1998,17 Jun 1998 - 17:30,Group B,Stade Geoffroy Guichard,Saint-Etienne,Chile,1,Austria,NA,30600,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1014,8743,no,0
1998,17 Jun 1998 - 17:30,Group B,Stade Geoffroy Guichard,Saint-Etienne,Austria,1,Chile,NA,30600,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1014,8743,yes,1
1998,17 Jun 1998 - 21:00,Group B,La Mosson,Montpellier,Italy,3,Cameroon,NA,29800,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),1014,8744,yes,1
1998,17 Jun 1998 - 21:00,Group B,La Mosson,Montpellier,Cameroon,0,Italy,NA,29800,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),1014,8744,no,0
1998,18 Jun 1998 - 21:00,Group C,Stade de France,Saint-Denis,France,4,Saudi Arabia,NA,80000,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),1014,8745,yes,1
1998,18 Jun 1998 - 21:00,Group C,Stade de France,Saint-Denis,Saudi Arabia,0,France,NA,80000,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),1014,8745,no,0
1998,18 Jun 1998 - 17:30,Group C,Stade Municipal,Toulouse,South Africa,1,Denmark,NA,33500,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),1014,8746,no,0
1998,18 Jun 1998 - 17:30,Group C,Stade Municipal,Toulouse,Denmark,1,South Africa,NA,33500,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),1014,8746,yes,1
1998,19 Jun 1998 - 17:30,Group D,Parc des Princes,Paris,Nigeria,1,Bulgaria,NA,45500,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),1014,8747,yes,1
1998,19 Jun 1998 - 17:30,Group D,Parc des Princes,Paris,Bulgaria,0,Nigeria,NA,45500,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),1014,8747,no,0
1998,19 Jun 1998 - 21:00,Group D,Stade Geoffroy Guichard,Saint-Etienne,Spain,0,Paraguay,NA,30600,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),1014,8748,no,0
1998,19 Jun 1998 - 21:00,Group D,Stade Geoffroy Guichard,Saint-Etienne,Paraguay,0,Spain,NA,30600,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),1014,8748,yes,1
1998,20 Jun 1998 - 21:00,Group E,Stade V�lodrome,Marseilles,Netherlands,5,Korea Republic,NA,55000,WOJCIK Ryszard (POL),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8749,yes,1
1998,20 Jun 1998 - 21:00,Group E,Stade V�lodrome,Marseilles,Korea Republic,0,Netherlands,NA,55000,WOJCIK Ryszard (POL),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8749,no,0
1998,20 Jun 1998 - 17:30,Group E,Stade du Parc Lescure,Bordeaux,Belgium,2,Mexico,NA,31800,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),1014,8750,no,0
1998,20 Jun 1998 - 17:30,Group E,Stade du Parc Lescure,Bordeaux,Mexico,2,Belgium,NA,31800,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),1014,8750,yes,1
1998,20 Jun 1998 - 14:30,Group H,La Beaujoire,Nantes,Japan,0,Croatia,NA,35500,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),1014,8751,no,0
1998,20 Jun 1998 - 14:30,Group H,La Beaujoire,Nantes,Croatia,1,Japan,NA,35500,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),1014,8751,yes,1
1998,21 Jun 1998 - 17:30,Group H,Parc des Princes,Paris,Argentina,5,Jamaica,NA,45500,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),MAZZEI Gennaro (ITA),1014,8752,yes,1
1998,21 Jun 1998 - 17:30,Group H,Parc des Princes,Paris,Jamaica,0,Argentina,NA,45500,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),MAZZEI Gennaro (ITA),1014,8752,no,0
1998,21 Jun 1998 - 14:30,Group F,Stade Felix Bollaert,Lens,Germany,2,Yugoslavia,NA,38100,NIELSEN Kim Milton (DEN),ZAMMIT Emanuel (MLT),VAN DEN BROECK Marc (BEL),1014,8753,no,0
1998,21 Jun 1998 - 14:30,Group F,Stade Felix Bollaert,Lens,Yugoslavia,2,Germany,NA,38100,NIELSEN Kim Milton (DEN),ZAMMIT Emanuel (MLT),VAN DEN BROECK Marc (BEL),1014,8753,yes,1
1998,21 Jun 1998 - 21:00,Group F,Stade de Gerland,Lyon,USA,1,Iran,NA,39100,MEIER Urs (SUI),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1014,8754,no,0
1998,21 Jun 1998 - 21:00,Group F,Stade de Gerland,Lyon,Iran,2,USA,NA,39100,MEIER Urs (SUI),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1014,8754,yes,1
1998,22 Jun 1998 - 17:30,Group G,La Mosson,Montpellier,Colombia,1,Tunisia,NA,29800,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),AMLER Evzen (CZE),1014,8755,yes,1
1998,22 Jun 1998 - 17:30,Group G,La Mosson,Montpellier,Tunisia,0,Colombia,NA,29800,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),AMLER Evzen (CZE),1014,8755,no,0
1998,22 Jun 1998 - 21:00,Group G,Stade Municipal,Toulouse,Romania,2,England,NA,33500,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),SOLDATOS Aristidis Chris (RSA),1014,8756,yes,1
1998,22 Jun 1998 - 21:00,Group G,Stade Municipal,Toulouse,England,1,Romania,NA,33500,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),SOLDATOS Aristidis Chris (RSA),1014,8756,no,0
1998,23 Jun 1998 - 16:00,Group B,Stade de France,Saint-Denis,Italy,2,Austria,NA,80000,DURKIN Paul (ENG),WARREN Mark (ENG),JEON Young Hyun (KOR),1014,8757,yes,1
1998,23 Jun 1998 - 16:00,Group B,Stade de France,Saint-Denis,Austria,1,Italy,NA,80000,DURKIN Paul (ENG),WARREN Mark (ENG),JEON Young Hyun (KOR),1014,8757,no,0
1998,23 Jun 1998 - 21:00,Group A,Stade Geoffroy Guichard,Saint-Etienne,Scotland,0,Morocco,NA,30600,BUJSAIM Ali (UAE),TORRES ZUNIGA Luis (CRC),FRED Lencie (VAN),1014,8758,no,0
1998,23 Jun 1998 - 21:00,Group A,Stade Geoffroy Guichard,Saint-Etienne,Morocco,3,Scotland,NA,30600,BUJSAIM Ali (UAE),TORRES ZUNIGA Luis (CRC),FRED Lencie (VAN),1014,8758,yes,1
1998,23 Jun 1998 - 21:00,Group A,Stade V�lodrome,Marseilles,Brazil,1,Norway,NA,55000,BAHARMAST Esse (USA),MAZZEI Gennaro (ITA),DANTE Dramane (MLI),1014,8759,no,0
1998,23 Jun 1998 - 21:00,Group A,Stade V�lodrome,Marseilles,Norway,2,Brazil,NA,55000,BAHARMAST Esse (USA),MAZZEI Gennaro (ITA),DANTE Dramane (MLI),1014,8759,yes,1
1998,23 Jun 1998 - 16:00,Group B,La Beaujoire,Nantes,Chile,1,Cameroon,NA,35500,VAGNER Laszlo (HUN),WICKRAMATUNGA Nimal (SRI),ABDUL HAMID Halim (MAS),1014,8760,no,0
1998,23 Jun 1998 - 16:00,Group B,La Beaujoire,Nantes,Cameroon,1,Chile,NA,35500,VAGNER Laszlo (HUN),WICKRAMATUNGA Nimal (SRI),ABDUL HAMID Halim (MAS),1014,8760,yes,1
1998,24 Jun 1998 - 21:00,Group D,Stade Felix Bollaert,Lens,Spain,6,Bulgaria,NA,38100,VAN DER ENDE Mario (NED),GRIGORESCU Nicolae (ROU),ROSSI Claudio (ARG),1014,8761,yes,1
1998,24 Jun 1998 - 21:00,Group D,Stade Felix Bollaert,Lens,Bulgaria,1,Spain,NA,38100,VAN DER ENDE Mario (NED),GRIGORESCU Nicolae (ROU),ROSSI Claudio (ARG),1014,8761,no,0
1998,24 Jun 1998 - 16:00,Group C,Stade de Gerland,Lyon,France,2,Denmark,NA,39100,COLLINA Pierluigi (ITA),VAN DEN BROECK Marc (BEL),ZAMMIT Emanuel (MLT),1014,8762,yes,1
1998,24 Jun 1998 - 16:00,Group C,Stade de Gerland,Lyon,Denmark,1,France,NA,39100,COLLINA Pierluigi (ITA),VAN DEN BROECK Marc (BEL),ZAMMIT Emanuel (MLT),1014,8762,no,0
1998,24 Jun 1998 - 21:00,Group D,Stade Municipal,Toulouse,Nigeria,1,Paraguay,NA,33500,ANPRASERT Pirom (THA),AL MUSAWI Mohamed (OMA),NILSSON Mikael (SWE),1014,8763,no,0
1998,24 Jun 1998 - 21:00,Group D,Stade Municipal,Toulouse,Paraguay,3,Nigeria,NA,33500,ANPRASERT Pirom (THA),AL MUSAWI Mohamed (OMA),NILSSON Mikael (SWE),1014,8763,yes,1
1998,24 Jun 1998 - 16:00,Group C,Stade du Parc Lescure,Bordeaux,South Africa,2,Saudi Arabia,NA,31800,SANCHEZ YANTEN Mario (CHI),POWELL Owen (JAM),FOLEY Eddie (IRL),1014,8764,no,0
1998,24 Jun 1998 - 16:00,Group C,Stade du Parc Lescure,Bordeaux,Saudi Arabia,2,South Africa,NA,31800,SANCHEZ YANTEN Mario (CHI),POWELL Owen (JAM),FOLEY Eddie (IRL),1014,8764,yes,1
1998,25 Jun 1998 - 16:00,Group E,Parc des Princes,Paris,Belgium,1,Korea Republic,NA,45500,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),ARANGO Jorge Luis (COL),1014,8765,no,0
1998,25 Jun 1998 - 16:00,Group E,Parc des Princes,Paris,Korea Republic,1,Belgium,NA,45500,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),ARANGO Jorge Luis (COL),1014,8765,yes,1
1998,25 Jun 1998 - 16:00,Group E,Stade Geoffroy Guichard,Saint-Etienne,Netherlands,2,Mexico,NA,30600,ALZEID Abdulrahman (KSA),TRESACO GRACIA Fernando (ESP),GHADANFARI Hussain (KUW),1014,8766,no,0
1998,25 Jun 1998 - 16:00,Group E,Stade Geoffroy Guichard,Saint-Etienne,Mexico,2,Netherlands,NA,30600,ALZEID Abdulrahman (KSA),TRESACO GRACIA Fernando (ESP),GHADANFARI Hussain (KUW),1014,8766,yes,1
1998,25 Jun 1998 - 21:00,Group F,La Mosson,Montpellier,Germany,2,Iran,NA,29800,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),DIAZ GALVEZ Jorge (CHI),1014,8767,yes,1
1998,25 Jun 1998 - 21:00,Group F,La Mosson,Montpellier,Iran,0,Germany,NA,29800,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),DIAZ GALVEZ Jorge (CHI),1014,8767,no,0
1998,25 Jun 1998 - 21:00,Group F,La Beaujoire,Nantes,USA,0,Yugoslavia,NA,35500,EL GHANDOUR Gamal (EGY),SALIE Achmat (RSA),WARREN Mark (ENG),1014,8768,no,0
1998,25 Jun 1998 - 21:00,Group F,La Beaujoire,Nantes,Yugoslavia,1,USA,NA,35500,EL GHANDOUR Gamal (EGY),SALIE Achmat (RSA),WARREN Mark (ENG),1014,8768,yes,1
1998,26 Jun 1998 - 21:00,Group G,Stade de France,Saint-Denis,Romania,1,Tunisia,NA,77000,LENNIE Edward (AUS),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8769,no,0
1998,26 Jun 1998 - 21:00,Group G,Stade de France,Saint-Denis,Tunisia,1,Romania,NA,77000,LENNIE Edward (AUS),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8769,yes,1
1998,26 Jun 1998 - 21:00,Group G,Stade Felix Bollaert,Lens,Colombia,0,England,NA,38100,BRIZIO CARTER Arturo (MEX),RAUSIS Laurent (SUI),SALINAS Reynaldo (HON),1014,8770,no,0
1998,26 Jun 1998 - 21:00,Group G,Stade Felix Bollaert,Lens,England,2,Colombia,NA,38100,BRIZIO CARTER Arturo (MEX),RAUSIS Laurent (SUI),SALINAS Reynaldo (HON),1014,8770,yes,1
1998,26 Jun 1998 - 16:00,Group H,Stade de Gerland,Lyon,Japan,1,Jamaica,NA,39100,BENKO Gunter (AUT),AMLER Evzen (CZE),DANTE Dramane (MLI),1014,8771,no,0
1998,26 Jun 1998 - 16:00,Group H,Stade de Gerland,Lyon,Jamaica,2,Japan,NA,39100,BENKO Gunter (AUT),AMLER Evzen (CZE),DANTE Dramane (MLI),1014,8771,yes,1
1998,26 Jun 1998 - 16:00,Group H,Stade du Parc Lescure,Bordeaux,Argentina,1,Croatia,NA,31800,BELQOLA Said (MAR),SOLDATOS Aristidis Chris (RSA),MANSRI Mohamed (TUN),1014,8772,yes,1
1998,26 Jun 1998 - 16:00,Group H,Stade du Parc Lescure,Bordeaux,Croatia,0,Argentina,NA,31800,BELQOLA Said (MAR),SOLDATOS Aristidis Chris (RSA),MANSRI Mohamed (TUN),1014,8772,no,0
1998,27 Jun 1998 - 21:00,Round of 16,Parc des Princes,Paris,Brazil,4,Chile,NA,45500,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM),1024,8773,yes,1
1998,27 Jun 1998 - 21:00,Round of 16,Parc des Princes,Paris,Chile,1,Brazil,NA,45500,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM),1024,8773,no,0
1998,27 Jun 1998 - 16:30,Round of 16,Stade V�lodrome,Marseilles,Italy,1,Norway,NA,55000,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),VAN DEN BROECK Marc (BEL),1024,8774,yes,1
1998,27 Jun 1998 - 16:30,Round of 16,Stade V�lodrome,Marseilles,Norway,0,Italy,NA,55000,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),VAN DEN BROECK Marc (BEL),1024,8774,no,0
1998,28 Jun 1998 - 21:00,Round of 16,Stade de France,Saint-Denis,Nigeria,1,Denmark,NA,77000,MEIER Urs (SUI),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1024,8775,no,0
1998,28 Jun 1998 - 21:00,Round of 16,Stade de France,Saint-Denis,Denmark,4,Nigeria,NA,77000,MEIER Urs (SUI),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1024,8775,yes,1
1998,28 Jun 1998 - 16:30,Round of 16,Stade Felix Bollaert,Lens,France,1,Paraguay,France win after extra time,31800,BUJSAIM Ali (UAE),WICKRAMATUNGA Nimal (SRI),FRED Lencie (VAN),1024,8776,yes,1
1998,28 Jun 1998 - 16:30,Round of 16,Stade Felix Bollaert,Lens,Paraguay,0,France,France win after extra time,31800,BUJSAIM Ali (UAE),WICKRAMATUNGA Nimal (SRI),FRED Lencie (VAN),1024,8776,no,0
1998,29 Jun 1998 - 16:30,Round of 16,La Mosson,Montpellier,Germany,2,Mexico,NA,29800,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA),1024,8777,yes,1
1998,29 Jun 1998 - 16:30,Round of 16,La Mosson,Montpellier,Mexico,1,Germany,NA,29800,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA),1024,8777,no,0
1998,29 Jun 1998 - 21:00,Round of 16,Stade Municipal,Toulouse,Netherlands,2,Yugoslavia,NA,33500,GARCIA ARANDA Jose Maria (ESP),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1024,8778,yes,1
1998,29 Jun 1998 - 21:00,Round of 16,Stade Municipal,Toulouse,Yugoslavia,1,Netherlands,NA,33500,GARCIA ARANDA Jose Maria (ESP),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1024,8778,no,0
1998,30 Jun 1998 - 21:00,Round of 16,Stade Geoffroy Guichard,Saint-Etienne,Argentina,2,England,Argentina win on penalties (4 - 3),30600,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024,8779,no,0
1998,30 Jun 1998 - 21:00,Round of 16,Stade Geoffroy Guichard,Saint-Etienne,England,2,Argentina,Argentina win on penalties (4 - 3),30600,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024,8779,yes,1
1998,30 Jun 1998 - 16:30,Round of 16,Stade du Parc Lescure,Bordeaux,Romania,0,Croatia,NA,31800,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA),1024,8780,no,0
1998,30 Jun 1998 - 16:30,Round of 16,Stade du Parc Lescure,Bordeaux,Croatia,1,Romania,NA,31800,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA),1024,8780,yes,1
1998,03 Jul 1998 - 16:30,Quarter-finals,Stade de France,Saint-Denis,Italy,0,France,France win on penalties (3 - 4),77000,DALLAS Hugh (SCO),WARREN Mark (ENG),GRIGORESCU Nicolae (ROU),1025,8781,no,0
1998,03 Jul 1998 - 16:30,Quarter-finals,Stade de France,Saint-Denis,France,0,Italy,France win on penalties (3 - 4),77000,DALLAS Hugh (SCO),WARREN Mark (ENG),GRIGORESCU Nicolae (ROU),1025,8781,yes,1
1998,03 Jul 1998 - 21:00,Quarter-finals,La Beaujoire,Nantes,Brazil,3,Denmark,NA,35500,EL GHANDOUR Gamal (EGY),MANSRI Mohamed (TUN),DANTE Dramane (MLI),1025,8782,yes,1
1998,03 Jul 1998 - 21:00,Quarter-finals,La Beaujoire,Nantes,Denmark,2,Brazil,NA,35500,EL GHANDOUR Gamal (EGY),MANSRI Mohamed (TUN),DANTE Dramane (MLI),1025,8782,no,0
1998,04 Jul 1998 - 21:00,Quarter-finals,Stade de Gerland,Lyon,Germany,0,Croatia,NA,39100,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),VAN DEN BROECK Marc (BEL),1025,8783,no,0
1998,04 Jul 1998 - 21:00,Quarter-finals,Stade de Gerland,Lyon,Croatia,3,Germany,NA,39100,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),VAN DEN BROECK Marc (BEL),1025,8783,yes,1
1998,04 Jul 1998 - 16:30,Quarter-finals,Stade V�lodrome,Marseilles,Netherlands,2,Argentina,NA,55000,BRIZIO CARTER Arturo (MEX),POWELL Owen (JAM),SALINAS Reynaldo (HON),1025,8784,yes,1
1998,04 Jul 1998 - 16:30,Quarter-finals,Stade V�lodrome,Marseilles,Argentina,1,Netherlands,NA,55000,BRIZIO CARTER Arturo (MEX),POWELL Owen (JAM),SALINAS Reynaldo (HON),1025,8784,no,0
1998,07 Jul 1998 - 21:00,Semi-finals,Stade V�lodrome,Marseilles,Brazil,1,Netherlands,Brazil win on penalties (4 - 2),54000,BUJSAIM Ali (UAE),GHADANFARI Hussain (KUW),AL MUSAWI Mohamed (OMA),1026,8785,no,0
1998,07 Jul 1998 - 21:00,Semi-finals,Stade V�lodrome,Marseilles,Netherlands,1,Brazil,Brazil win on penalties (4 - 2),54000,BUJSAIM Ali (UAE),GHADANFARI Hussain (KUW),AL MUSAWI Mohamed (OMA),1026,8785,yes,1
1998,08 Jul 1998 - 21:00,Semi-finals,Stade de France,Saint-Denis,France,2,Croatia,NA,76000,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),DIAZ GALVEZ Jorge (CHI),1026,8786,yes,1
1998,08 Jul 1998 - 21:00,Semi-finals,Stade de France,Saint-Denis,Croatia,1,France,NA,76000,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),DIAZ GALVEZ Jorge (CHI),1026,8786,no,0
1998,11 Jul 1998 - 21:00,Match for third place,Parc des Princes,Paris,Netherlands,1,Croatia,NA,45500,GONZALEZ CHAVEZ Epifanio (PAR),ZAMMIT Emanuel (MLT),FRED Lencie (VAN),1028,8787,no,0
